id_pegawai,jk,tgl_lahir,rumpun_ilmu,stat_aktif,stat_pegawai,ikatan_kerja,pendidikan,pangkat,jabatan_akademik,sertifikasi,tahun_sertifikasi,tgl_jabatan_akademik,jenj_prodi,prodi,fakultas,usia,kelompok_usia,status_sertifikasi,mendekati_pensiun
113,L,1992-10-04,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2024.0,2024-11-01,S1,Keperawatan,FIKES,34,30-40,Bersertifikat,False
114,L,1976-04-23,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2021-11-01,S1,Informatika,FIK,50,41-50,Belum,False
115,P,1986-08-26,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2024.0,2022-01-01,S1,Akuntansi,FEB,40,30-40,Bersertifikat,False
116,P,1961-06-02,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,,1997-07-01,S1,Manajemen,FISIP,65,>55,Bersertifikat,True
117,P,1974-09-08,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2013.0,2018-04-01,S1,Sistem Informasi,FIK,52,51-55,Bersertifikat,False
118,P,1989-06-05,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2021-07-01,S1,Manajemen,FISIP,37,30-40,Bersertifikat,False
119,L,1988-08-16,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2018.0,2021-10-01,S1,Gizi,FIKES,38,30-40,Bersertifikat,False
120,L,1993-04-19,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Teknik Industri,FT,33,30-40,Belum,False
121,L,1970-10-23,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,56,>55,Belum,True
122,L,1985-08-31,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2022.0,2022-03-01,S1,Hubungan Internasional,FH,41,41-50,Bersertifikat,False
123,L,1961-02-22,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2012.0,2011-03-01,S1,Teknik Industri,FT,65,>55,Bersertifikat,True
124,L,1979-08-26,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/a - Penata Muda,Lektor,Sertifikasi Dosen,2014.0,2016-01-01,S1,Hubungan Internasional,FH,47,41-50,Bersertifikat,False
125,P,1983-04-15,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor Kepala,Sertifikasi Dosen,2020.0,2024-09-01,S1,Kesehatan Masyarakat,FIKES,43,41-50,Bersertifikat,False
126,P,1981-12-08,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,45,41-50,Belum,False
127,P,1971-03-02,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2013.0,2021-04-01,S1,Kedokteran,FK,55,51-55,Bersertifikat,False
128,P,1981-05-20,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2013.0,2017-05-31,S1,Keperawatan,FIKES,45,41-50,Bersertifikat,False
129,P,1975-04-06,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,Sp-1,III/d - Penata Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,51,51-55,Belum,False
130,P,1991-07-02,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2020-03-01,S1,Kesehatan Masyarakat,FIKES,35,30-40,Belum,False
131,L,1993-08-31,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-07-03,S1,Sains Data,FIK,33,30-40,Belum,False
132,P,1991-09-04,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2022-04-01,S1,Gizi,FIKES,35,30-40,Belum,False
133,L,1966-01-12,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2014.0,2017-11-01,S1,Ilmu Komunikasi,FISIP,60,>55,Bersertifikat,True
134,L,1993-10-10,RUMPUN ILMU SOSIAL,TUGAS BELAJAR,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2023-11-01,S1,Ilmu Politik,FISIP,33,30-40,Belum,False
135,L,1982-11-30,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,44,41-50,Belum,False
136,P,1992-07-16,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-05-03,S1,Keperawatan,FIKES,34,30-40,Belum,False
137,P,1977-05-07,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2013.0,2005-09-22,S1,Kesehatan Masyarakat,FIKES,49,41-50,Bersertifikat,False
138,L,1981-08-11,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Sp-1,Radiologi,FK,45,41-50,Belum,False
139,L,1988-01-20,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2018-04-01,S1,Hubungan Internasional,FH,38,30-40,Belum,False
140,L,1983-06-04,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,III/c - Penata,Asisten Ahli,Sertifikasi Dosen,2016.0,2016-01-01,S2,Hubungan Internasional,FH,43,41-50,Bersertifikat,False
141,L,1995-04-01,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Hukum,FH,31,30-40,Belum,False
142,L,1986-10-20,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2017.0,2023-05-03,S1,Sistem Informasi,FIK,40,30-40,Bersertifikat,False
143,P,1994-12-31,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2023-07-03,S1,Hukum Bisnis,FH,31,30-40,Bersertifikat,False
144,L,1993-12-21,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Belum Sertifikasi,,2023-04-01,S1,Hukum Bisnis,FH,32,30-40,Belum,False
145,P,1974-10-20,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2023-05-03,S2,Kesehatan Masyarakat,FIKES,52,51-55,Belum,False
146,L,1993-04-28,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Belum Sertifikasi,,2023-04-01,S1,Hukum,FH,33,30-40,Belum,False
147,P,1988-07-20,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor Kepala,Sertifikasi Dosen,2020.0,2024-12-01,Profesi,Pendidikan Profesi Ners,FK,38,30-40,Bersertifikat,False
148,P,1963-07-03,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,1998-10-31,S2,Manajemen,FISIP,63,>55,Bersertifikat,True
149,P,1982-06-24,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2016.0,2020-03-01,D3,Sistem Informasi,FIK,44,41-50,Bersertifikat,False
150,P,1969-08-02,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2017.0,2020-07-01,D3,Keperawatan,FIKES,57,>55,Bersertifikat,True
151,P,1992-02-02,Tidak Terdefinisi,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2023.0,2022-09-01,D3,Fisioterapi,FIKES,34,30-40,Bersertifikat,False
152,P,1991-06-29,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2022.0,2023-07-03,S1,Ilmu Komunikasi,FISIP,35,30-40,Bersertifikat,False
153,L,1981-06-24,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor Kepala,Sertifikasi Dosen,2018.0,2024-02-01,S1,Manajemen,FISIP,45,41-50,Bersertifikat,False
154,P,1989-01-10,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-04-01,S1,Hukum,FH,37,30-40,Bersertifikat,False
155,P,1995-07-29,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Teknik Industri,FT,31,30-40,Belum,False
156,L,1960-03-09,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,S3,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Hubungan Internasional,FH,66,>55,Belum,True
157,L,1984-07-29,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-07-03,S1,Ilmu Komunikasi,FISIP,42,41-50,Bersertifikat,False
158,P,1982-05-18,RUMPUN ILMU ALAM,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2016.0,2017-11-01,S1,Kedokteran,FK,44,41-50,Bersertifikat,False
159,P,1960-10-15,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tidak Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2022-11-01,S1,Hubungan Internasional,FH,66,>55,Belum,True
160,L,1990-12-23,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-05-01,S1,Ilmu Komunikasi,FISIP,35,30-40,Bersertifikat,False
161,P,1964-04-30,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/a - Pembina,Lektor,Sertifikasi Dosen,2011.0,2016-01-01,S1,Ilmu Komunikasi,FISIP,62,>55,Bersertifikat,True
162,P,1984-04-15,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2016.0,2019-09-30,S1,Kedokteran,FK,42,41-50,Bersertifikat,False
163,P,1961-11-14,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S3,IV/d - Pembina Utama Madya,Profesor,Sertifikasi Dosen,,2022-03-01,S2,Akuntansi,FEB,65,>55,Bersertifikat,True
164,L,1983-10-21,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2020-02-01,S1,Teknik Perkapalan,FT,43,41-50,Belum,False
165,P,1993-08-03,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2024-01-01,S1,Keperawatan,FIKES,33,30-40,Belum,False
166,L,1970-07-14,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2018.0,2018-04-01,S1,Informatika,FIK,56,>55,Bersertifikat,True
167,P,1976-01-02,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2012.0,2023-07-03,D3,Sistem Informasi,FIK,50,41-50,Bersertifikat,False
168,L,1962-07-18,RUMPUN ILMU TERAPAN,Aktif,POLRI,Dosen Tidak Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2023-12-01,S1,Hukum,FH,64,>55,Belum,True
169,L,1989-04-06,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,2022-08-01,S1,Ilmu Komunikasi,FISIP,37,30-40,Bersertifikat,False
170,P,1985-02-19,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2019.0,2020-02-01,S1,Ilmu Komunikasi,FISIP,41,41-50,Bersertifikat,False
171,L,1983-08-21,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,2022-01-01,S1,Hubungan Internasional,FH,43,41-50,Bersertifikat,False
172,P,1983-03-25,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2021-11-01,S1,Teknik Industri,FT,43,41-50,Bersertifikat,False
173,P,1987-08-27,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2021.0,2020-07-01,S1,Hukum,FH,39,30-40,Bersertifikat,False
174,L,1963-12-04,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2017.0,2020-11-01,S1,Hukum,FH,63,>55,Bersertifikat,True
175,L,1968-01-10,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2011.0,2013-06-01,S1,Manajemen,FISIP,58,>55,Bersertifikat,True
176,L,1983-03-30,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2019.0,2019-04-01,S1,Ilmu Komunikasi,FISIP,43,41-50,Bersertifikat,False
177,L,1990-11-03,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2022-08-01,S1,Hubungan Internasional,FH,36,30-40,Belum,False
178,L,1970-09-25,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2017-04-01,S1,Hukum,FH,56,>55,Bersertifikat,True
179,L,1973-08-04,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/b - Pembina Tk. I,Lektor,Belum Sertifikasi,,2023-04-03,S1,Hukum,FH,53,51-55,Belum,False
180,L,1982-06-27,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2017.0,2018-12-01,S1,Teknik Industri,FT,44,41-50,Bersertifikat,False
181,P,1990-06-29,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-06-05,S1,Kedokteran,FK,36,30-40,Belum,False
182,L,1976-01-15,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor Kepala,Sertifikasi Dosen,2020.0,2023-10-01,S3,Hukum,FH,50,41-50,Bersertifikat,False
183,P,1994-06-09,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Akuntansi,FEB,32,30-40,Belum,False
184,P,2000-02-24,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Manajemen,FISIP,26,<30,Belum,False
185,P,1992-04-10,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2020-08-01,S1,Kesehatan Masyarakat,FIKES,34,30-40,Bersertifikat,False
186,L,1993-06-03,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2023-05-03,S1,Teknik Perkapalan,FT,33,30-40,Belum,False
187,L,1994-04-04,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2024.0,2024-11-01,S1,Sains Data,FIK,32,30-40,Bersertifikat,False
188,P,1992-05-17,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Manajemen,FISIP,34,30-40,Belum,False
189,P,1986-01-10,RUMPUN ILMU SOSIAL,Aktif,CPNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2019.0,2021-10-01,S1,Ilmu Politik,FISIP,40,30-40,Bersertifikat,False
190,L,1985-03-03,RUMPUN ILMU FORMAL,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2018-04-01,S1,Informatika,FIK,41,41-50,Belum,False
191,L,1959-12-18,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,67,>55,Belum,True
192,L,1989-07-29,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Teknik Industri,FT,37,30-40,Belum,False
193,P,1999-07-05,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Biologi,FIKES,27,<30,Belum,False
194,L,1995-12-30,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Biologi,FIKES,30,<30,Belum,False
195,L,1973-11-08,Tidak Terdefinisi,Aktif,POLRI,Dosen Tidak Tetap,Sp-2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,53,51-55,Belum,False
196,P,1988-10-10,RUMPUN ILMU FORMAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2019-09-02,D3,Sistem Informasi,FIK,38,30-40,Bersertifikat,False
197,P,1972-07-09,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Ilmu Politik,FISIP,54,51-55,Belum,False
198,P,1984-03-05,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2019.0,2022-01-01,S1,Akuntansi,FEB,42,41-50,Bersertifikat,False
199,L,1978-08-19,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Belum Sertifikasi,,2022-11-01,S1,Kedokteran,FK,48,41-50,Belum,False
200,P,1971-08-28,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2022-10-01,S1,Kedokteran,FK,55,51-55,Belum,False
201,L,1965-08-29,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2024-06-01,S2,Manajemen,FISIP,61,>55,Belum,True
202,P,1972-08-19,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,54,51-55,Belum,False
203,L,1989-09-26,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2017.0,2023-01-01,S1,Akuntansi,FEB,37,30-40,Bersertifikat,False
204,L,1967-03-11,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2021-02-01,S1,Kedokteran,FK,59,>55,Belum,True
205,P,1989-11-24,Tidak Terdefinisi,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2022-07-01,S1,Sistem Informasi,FIK,37,30-40,Bersertifikat,False
206,P,1974-09-19,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2022-07-01,S1,Kedokteran,FK,52,51-55,Belum,False
207,P,1972-10-16,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2015.0,2023-07-03,S1,Kedokteran,FK,54,51-55,Bersertifikat,False
208,L,1992-11-03,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-07-03,S1,Informatika,FIK,34,30-40,Belum,False
209,L,1985-08-02,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-06-05,S1,Informatika,FIK,41,41-50,Belum,False
210,L,1988-01-12,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Lektor,Belum Sertifikasi,,2023-05-03,S2,Kesehatan Masyarakat,FIKES,38,30-40,Belum,False
211,L,1971-10-01,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,55,51-55,Belum,False
212,P,1970-10-11,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,56,>55,Belum,True
213,L,1975-08-10,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,51,51-55,Belum,False
214,P,1973-10-19,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,53,51-55,Belum,False
215,P,1991-06-26,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2018.0,2022-01-01,S1,Hukum,FH,35,30-40,Bersertifikat,False
216,P,1989-07-18,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2020-08-01,S1,Kesehatan Masyarakat,FIKES,37,30-40,Bersertifikat,False
217,L,1979-05-15,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,2020-12-01,S1,Ilmu Politik,FISIP,47,41-50,Bersertifikat,False
218,L,1979-05-11,RUMPUN ILMU TERAPAN,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,S3,IV/b - Pembina Tk. I,Lektor,Belum Sertifikasi,,2022-01-01,S2,Akuntansi,FEB,47,41-50,Belum,False
219,P,1991-10-24,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2021.0,2022-04-01,S1,Kesehatan Masyarakat,FIKES,35,30-40,Bersertifikat,False
220,P,1994-08-02,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2024-05-01,S1,Sains Informasi,FISIP,32,30-40,Belum,False
221,L,1973-09-16,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2020.0,2024-12-01,S1,Kedokteran,FK,53,51-55,Bersertifikat,False
222,P,1988-05-18,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,38,30-40,Belum,False
223,L,1990-01-13,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tidak Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2021-04-01,S1,Gizi,FIKES,36,30-40,Bersertifikat,False
