id_pegawai,jk,tgl_lahir,rumpun_ilmu,stat_aktif,stat_pegawai,ikatan_kerja,pendidikan,pangkat,jabatan_akademik,sertifikasi,tahun_sertifikasi,tgl_jabatan_akademik,jenj_prodi,prodi,fakultas,usia,kelompok_usia,status_sertifikasi,mendekati_pensiun
682,P,1993-08-20,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-05-03,S1,Fisioterapi,FIKES,33,30-40,Belum,False
683,P,1993-11-07,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-06-05,S1,Informatika,FIK,33,30-40,Belum,False
684,P,1988-10-21,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-07-03,S1,Gizi,FIKES,38,30-40,Belum,False
685,L,1974-08-10,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2024-09-01,S1,Ilmu Politik,FISIP,52,51-55,Bersertifikat,False
686,L,1984-08-28,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2023-08-01,S1,Sistem Informasi,FIK,42,41-50,Bersertifikat,False
687,P,1971-05-31,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2016.0,2023-07-03,S1,Kedokteran,FK,55,51-55,Bersertifikat,False
688,L,1987-07-10,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2018.0,2021-03-01,D3,Keperawatan,FIKES,39,30-40,Bersertifikat,False
689,L,1968-08-24,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,58,>55,Belum,True
690,L,1969-11-22,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,57,>55,Belum,True
691,P,1979-05-26,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,47,41-50,Belum,False
692,P,1978-12-15,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,48,41-50,Belum,False
693,P,1987-10-02,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,39,30-40,Belum,False
694,P,1976-12-01,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,50,41-50,Belum,False
695,L,1962-12-06,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2017-11-01,S2,Hukum,FH,64,>55,Bersertifikat,True
696,L,1980-07-27,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,46,41-50,Belum,False
697,P,1967-04-25,RUMPUN ILMU TERAPAN,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,S3,IV/c - Pembina Utama Muda,Lektor,Sertifikasi Dosen,2019.0,2017-11-01,Profesi,Pendidikan Profesi Dokter,FK,59,>55,Bersertifikat,True
698,L,1986-11-22,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2024.0,2022-06-01,S1,Ekonomi Syariah,FEB,40,30-40,Bersertifikat,False
699,P,1994-01-24,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2023.0,2023-05-03,D3,Perbankan dan Keuangan,FEB,32,30-40,Bersertifikat,False
700,L,1978-12-16,RUMPUN ILMU TERAPAN,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2023-10-01,S1,Hukum,FH,48,41-50,Belum,False
701,P,1998-05-03,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Hukum,FH,28,<30,Belum,False
702,L,1978-12-27,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2022-03-01,S2,Ilmu Politik,FISIP,47,41-50,Belum,False
703,L,1971-11-27,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2009.0,2007-04-01,D3,Perbankan dan Keuangan,FEB,55,51-55,Bersertifikat,False
704,P,1981-03-31,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2020-06-01,D3,Perbankan dan Keuangan,FEB,45,41-50,Bersertifikat,False
705,P,1997-03-30,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Hukum Bisnis,FH,29,<30,Belum,False
706,L,1987-01-02,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2022-10-01,S1,Hukum Bisnis,FH,39,30-40,Bersertifikat,False
707,P,1992-08-21,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2021.0,2020-09-01,S1,Hubungan Internasional,FH,34,30-40,Bersertifikat,False
708,P,1992-12-22,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-07-03,S1,Hubungan Internasional,FH,33,30-40,Belum,False
709,P,1993-03-20,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2025-01-01,S1,Ekonomi Syariah,FEB,33,30-40,Belum,False
710,L,1984-01-22,RUMPUN ILMU SOSIAL,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Belum Sertifikasi,,2022-04-01,S1,Hubungan Internasional,FH,42,41-50,Belum,False
711,P,1994-08-25,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2024.0,2023-04-01,S1,Hukum,FH,32,30-40,Bersertifikat,False
712,P,1993-07-13,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2021-04-01,S1,Ekonomi Pembangunan,FEB,33,30-40,Bersertifikat,False
713,P,1971-09-10,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor Kepala,Sertifikasi Dosen,2009.0,2020-04-01,S2,Manajemen,FISIP,55,51-55,Bersertifikat,False
714,P,1993-05-19,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-07-03,S1,Hubungan Internasional,FH,33,30-40,Belum,False
715,P,1987-07-16,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2024-04-01,S1,Farmasi,FIKES,39,30-40,Belum,False
716,P,1969-11-18,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2019.0,2017-04-01,S1,Ilmu Komunikasi,FISIP,57,>55,Bersertifikat,True
717,P,1977-07-24,RUMPUN ILMU SOSIAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2012.0,2016-08-01,S2,Hubungan Internasional,FH,49,41-50,Bersertifikat,False
718,P,1989-03-04,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2022.0,2022-01-01,D3,Akuntansi,FEB,37,30-40,Bersertifikat,False
719,P,1990-09-26,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Belum Sertifikasi,,2023-04-01,S1,Ilmu Komunikasi,FISIP,36,30-40,Belum,False
720,P,1963-12-22,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2010.0,2009-04-01,S1,Ekonomi Syariah,FEB,62,>55,Bersertifikat,True
721,L,1979-10-19,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2023-01-01,S1,Hukum,FH,47,41-50,Belum,False
722,P,1962-03-03,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2011.0,2001-01-01,S1,Ekonomi Syariah,FEB,64,>55,Bersertifikat,True
723,P,1993-06-15,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2024-04-01,S1,Farmasi,FIKES,33,30-40,Belum,False
724,L,1975-06-26,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,S3,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Ekonomi Pembangunan,FEB,51,51-55,Belum,False
725,P,1974-12-17,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2024-08-01,S1,Ekonomi Pembangunan,FEB,52,51-55,Belum,False
